V1,V2,V3
-24.7993311036789,57.9329896907216,-2787.65454101562
-24.7324414715719,57.9329896907216,-2798.41455078125
-24.6655518394649,57.9329896907216,-2803.33471679688
-24.5986622073579,57.9329896907216,-2811.88452148438
-24.5317725752508,57.9329896907216,-2820.23461914062
-24.4648829431438,57.9329896907216,-2831.2646484375
-24.3979933110368,57.9329896907216,-2843.87451171875
-24.3311036789298,57.9329896907216,-2860.2646484375
-24.2642140468227,57.9329896907216,-2876.63037109375
-24.1973244147157,57.9329896907216,-2888.68041992188
-24.1304347826087,57.9329896907216,-2900.13037109375
-24.0635451505017,57.9329896907216,-2912.20043945312
-23.9966555183947,57.9329896907216,-2918.81030273438
-23.9297658862876,57.9329896907216,-2929.81030273438
-23.8628762541806,57.9329896907216,-2942.66040039062
-23.7959866220736,57.9329896907216,-2948.84033203125
-23.7290969899666,57.9329896907216,-2961.23266601562
-23.6622073578595,57.9329896907216,-2969.3525390625
-23.5953177257525,57.9329896907216,-2966.3525390625
-23.5284280936455,57.9329896907216,-2976.51245117188
-23.4615384615385,57.9329896907216,-2981.90258789062
-23.3946488294314,57.9329896907216,-2985.62255859375
-23.3277591973244,57.9329896907216,-2989.26245117188
-23.2608695652174,57.9329896907216,-2990.86254882812
-23.1939799331104,57.9329896907216,-2991.07958984375
-23.1270903010033,57.9329896907216,-2993.1396484375
-23.0602006688963,57.9329896907216,-2999.95971679688
-22.9933110367893,57.9329896907216,-2996.18969726562
-22.9264214046823,57.9329896907216,-3001.05981445312
-22.8595317725753,57.9329896907216,-2999.56982421875
-22.7926421404682,57.9329896907216,-3001.259765625
-22.7257525083612,57.9329896907216,-2999.7197265625
-22.6588628762542,57.9329896907216,-2999.0810546875
-22.5919732441472,57.9329896907216,-2996.80102539062
-22.5250836120401,57.9329896907216,-2996.47094726562
-22.4581939799331,57.9329896907216,-2993.18090820312
-22.3913043478261,57.9329896907216,-2989.62109375
-22.3244147157191,57.9329896907216,-2982.06103515625
-22.257525083612,57.9329896907216,-2972.0009765625
-22.190635451505,57.9329896907216,-2977.48095703125
-22.123745819398,57.9329896907216,-3002.32006835938
-22.056856187291,57.9329896907216,-3031
-21.9899665551839,57.9329896907216,-3041.15014648438
-21.9230769230769,57.9329896907216,-3031.40014648438
-21.8561872909699,57.9329896907216,-3029.10009765625
-21.7892976588629,57.9329896907216,-3014.38012695312
-21.7224080267559,57.9329896907216,-3008.36010742188
-21.6555183946488,57.9329896907216,-3011.36010742188
-21.5886287625418,57.9329896907216,-3011.0771484375
-21.5217391304348,57.9329896907216,-3000.73706054688
-21.4548494983278,57.9329896907216,-2979.10717773438
-21.3879598662207,57.9329896907216,-2963.75708007812
-21.3210702341137,57.9329896907216,-2943.42724609375
-21.2541806020067,57.9329896907216,-2804.29711914062
-21.1872909698997,57.9329896907216,-2536.59716796875
-21.1204013377926,57.9329896907216,-2295.13720703125
-21.0535117056856,57.9329896907216,-2175.9013671875
-20.9866220735786,57.9329896907216,-2075.45141601562
-20.9197324414716,57.9329896907216,-2041.77136230469
-20.8528428093645,57.9329896907216,-2032.78137207031
-20.7859531772575,57.9329896907216,-2062.28125
-20.7190635451505,57.9329896907216,-2128.43139648438
-20.6521739130435,57.9329896907216,-2286.51147460938
-20.5852842809365,57.9329896907216,-2369.861328125
-20.5183946488294,57.9329896907216,-2327.6884765625
-20.4515050167224,57.9329896907216,-2268.57836914062
-20.3846153846154,57.9329896907216,-2210.67846679688
-20.3177257525084,57.9329896907216,-2013.0283203125
-20.2508361204013,57.9329896907216,-1826.74841308594
-20.1839464882943,57.9329896907216,-1720.97839355469
-20.1170568561873,57.9329896907216,-1685.89831542969
-20.0501672240803,57.9329896907216,-1637.80834960938
-19.9832775919732,57.9329896907216,-1595.90759277344
-19.9163879598662,57.9329896907216,-1563.15759277344
-19.8494983277592,57.9329896907216,-1507.3076171875
-19.7826086956522,57.9329896907216,-1452.67761230469
-19.7157190635452,57.9329896907216,-1401.74755859375
-19.6488294314381,57.9329896907216,-1346.77758789062
-19.5819397993311,57.9329896907216,-1280.9775390625
-19.5150501672241,57.9329896907216,-1235.41760253906
-19.4481605351171,57.9329896907216,-1204.86010742188
-19.38127090301,57.9329896907216,-1171.01000976562
-19.314381270903,57.9329896907216,-1110.22009277344
